entity,date,total_doses,at_least_one_dose,fully_vaccinated,persons_booster_add_dose,source,country_name,date_accessed
BERMUDA,2022-05-20,131612.0,48554.0,47657.0,31821.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-11-19,89841.0,45414.0,44427.0,,EPI Manager,Bermuda,2022-07-29
BERMUDA,2021-09-10,85914.0,43377.0,42537.0,,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-09-17,86194.0,43549.0,42645.0,,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2022-02-25,124342.0,46961.0,46119.0,31262.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-02-26,16377.0,11698.0,4679.0,,EPI Report,Bermuda,2022-07-29
BERMUDA,2021-06-18,76526.0,41010.0,35516.0,,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-02-19,12563.0,9793.0,2770.0,,EPI Manager,Bermuda,2022-07-29
BERMUDA,2021-06-11,73702.0,39266.0,34436.0,,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2022-02-18,123728.0,46961.0,46041.0,30726.0,EPI Manager,Bermuda,2022-07-29
BERMUDA,2021-03-12,25404.0,16005.0,9399.0,,EPI report,Bermuda,2022-07-29
BERMUDA,2022-01-28,120497.0,46666.0,45854.0,27977.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2022-05-06,130325.0,48424.0,47592.0,31723.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-02-05,4715.0,4715.0,,,EPI Manager,Bermuda,2022-07-29
BERMUDA,2021-01-29,2932.0,2932.0,,,https://www.gov.bm/coronavirus,Bermuda,2022-07-29
BERMUDA,2021-03-05,20705.0,13470.0,7235.0,,"EPI Report

https://www.gov.bm/vaccines",Bermuda,2022-07-29
BERMUDA,2021-08-20,84022.0,42430.0,41592.0,,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2022-05-13,131573.0,48517.0,47655.0,31821.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-08-13,83297.0,42074.0,41223.0,,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-08-27,84748.0,42826.0,41922.0,,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2022-02-04,121792.0,46759.0,45926.0,29107.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2021-10-29,89431.0,45246.0,44185.0,,EPI Manager,Bermuda,2022-07-29
BERMUDA,2021-11-05,89431.0,45246.0,44185.0,,EPI Manager,Bermuda,2022-07-29
BANGLADESH,2022-06-07,269401356.0,129092630.0,118088249.0,22220477.0,MIS unit DGHS,Bangladesh,2022-07-29
BHUTAN,2022-06-05,1909762.0,692874.0,672508.0,544380.0,MoH,Bhutan,2022-07-29
INDIA,2022-06-07,1962351204.0,1011009637.0,895821508.0,55520059.0,https://pib.gov.in/PressRelease,India,2022-07-29
INDONESIA,2022-06-07,415385585.0,200652038.0,167822664.0,46910883.0,https://www.kemkes.go.id/,Indonesia,2022-07-29
MALDIVES,2022-06-06,944563.0,398727.0,384274.0,161562.0,HPA COVID 19 update group,Maldives,2022-07-29
NEPAL,2022-06-06,47141797.0,22441717.0,19926930.0,4773150.0,FWD. MoHP Nepal,Nepal,2022-07-29
SRI LANKA,2022-06-07,39576548.0,17072957.0,14516137.0,7987454.0,Epidemiology unit MoH,Sri Lanka,2022-07-29
THAILAND,2022-06-06,137385704.0,56554618.0,52577760.0,28253326.0,Department of Disease Control MOPH,Thailand,2022-07-29
TIMOR-LESTE,2022-06-07,1599092.0,812337.0,682953.0,103802.0,MoH,Timor-Leste,2022-07-29
ANGUILLA,2022-05-27,23601.0,10746.0,10054.0,2801.0,Ministry of Health,Anguilla,2022-07-29
ANGUILLA,2022-06-03,23601.0,10746.0,10054.0,2801.0,Ministry of Health,Anguilla,2022-07-29
ANTIGUA AND BARBUDA,2022-05-27,135715.0,63995.0,61882.0,9838.0,Ministry of Health & The Environment,Antigua And Barbuda,2022-07-29
ANTIGUA AND BARBUDA,2022-06-03,135715.0,63995.0,61882.0,9838.0,Ministry of Health & The Environment,Antigua And Barbuda,2022-07-29
ARGENTINA,2022-05-27,101970996.0,41090643.0,37438657.0,23756258.0,EPI Report,Argentina,2022-07-29
ARGENTINA,2022-06-03,102986910.0,41110433.0,37483237.0,24708535.0,EPI Report,Argentina,2022-07-29
ARUBA,2022-05-27,171064.0,88772.0,82292.0,,Aruba Government,Aruba,2022-07-29
ARUBA,2022-06-03,171243.0,88853.0,82390.0,,Aruba Government,Aruba,2022-07-29
BAHAMAS,2022-05-27,340866.0,166471.0,157964.0,27866.0,Office of the Prime Minister - The Bahamas,Bahamas,2022-07-29
BAHAMAS,2022-06-03,340866.0,166471.0,157964.0,27866.0,Office of the Prime Minister - The Bahamas,Bahamas,2022-07-29
BARBADOS,2022-05-27,363085.0,162312.0,152704.0,48069.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-06-03,363262.0,162385.0,152808.0,48069.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BELIZE,2022-05-27,476580.0,237669.0,211834.0,48212.0,EPI Report,Belize,2022-07-29
BELIZE,2022-06-03,478096.0,237860.0,212057.0,49359.0,EPI Report,Belize,2022-07-29
BERMUDA,2022-05-27,131612.0,48554.0,47657.0,31821.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BERMUDA,2022-06-03,131612.0,48554.0,47657.0,31821.0,The goverment of Bermuda social media,Bermuda,2022-07-29
BOLIVIA (PLURINATIONAL STATE OF),2022-05-27,13831894.0,7199378.0,5963805.0,1502795.0,Ministerio de Salud y Deportes Bolivia,Bolivia (Plurinational State Of),2022-07-29
BOLIVIA (PLURINATIONAL STATE OF),2022-06-03,13939699.0,7213127.0,5980603.0,1557225.0,EPI Report,Bolivia (Plurinational State Of),2022-07-29
BRAZIL,2022-05-27,432204592.0,180950908.0,163170450.0,88875876.0,Ministerio de Salud.,Brazil,2022-07-29
BRAZIL,2022-06-03,433872497.0,181071481.0,163459745.0,89706344.0,Ministerio de Salud.,Brazil,2022-07-29
BRITISH VIRGIN ISLANDS,2022-05-27,40969.0,19323.0,17920.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
BRITISH VIRGIN ISLANDS,2022-06-03,41104.0,19348.0,18030.0,3726.0,Government of the Virgin Islands,British Virgin Islands,2022-07-29
CANADA,2022-05-27,82461796.0,32553356.0,31235629.0,18672811.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CANADA,2022-06-03,84847129.0,32562746.0,31250512.0,18705522.0,Public Health Agency of Canada. Canadian report on COVID-19 vaccine doses administered. Ottawa: Public Health Agency of Canada;,Canada,2022-07-29
CAYMAN ISLANDS,2022-05-27,144209.0,60995.0,59105.0,23264.0,Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-06-03,144978.0,61119.0,59292.0,23403.0,EPI Manager,Cayman Islands,2022-07-29
CHILE,2022-05-27,55947092.0,17955322.0,17515076.0,14468571.0,Ministerio de Salud/Ministerio de Ciencias,Chile,2022-07-29
CHILE,2022-06-03,56897016.0,17965569.0,17528387.0,14607171.0,Ministerio de Salud/Ministerio de Ciencias,Chile,2022-07-29
COLOMBIA,2022-05-27,83585958.0,42215008.0,35778117.0,12068192.0,Ministerio de Salud.,Colombia,2022-07-29
COLOMBIA,2022-06-03,84486714.0,42292969.0,35958948.0,12459136.0,Ministerio de Salud.,Colombia,2022-07-29
COSTA RICA,2022-05-27,11017624.0,4437629.0,4143017.0,2299181.0,Ministerio de Salud.,Costa Rica,2022-07-29
COSTA RICA,2022-06-03,11017624.0,4437629.0,4143017.0,2299181.0,Ministerio de Salud.,Costa Rica,2022-07-29
CUBA,2022-05-27,36422000.0,10668396.0,9962411.0,7235190.0,Ministerio de Salud.,Cuba,2022-07-29
CUBA,2022-06-03,36461068.0,10670978.0,9965164.0,7267798.0,Ministerio de Salud.,Cuba,2022-07-29
CURAÇAO,2022-05-27,252857.0,108109.0,99264.0,45484.0,Government,Curaçao,2022-07-29
CURAÇAO,2022-06-03,253246.0,108161.0,99402.0,45683.0,Government,Curaçao,2022-07-29
DOMINICA,2022-05-27,66709.0,32747.0,30316.0,3646.0,"Ministry of Health, Wellness and New Health Investment",Dominica,2022-07-29
DOMINICA,2022-06-03,66733.0,32759.0,30328.0,3646.0,"Ministry of Health, Wellness and New Health Investment",Dominica,2022-07-29
DOMINICAN REPUBLIC,2022-05-27,15540736.0,7218571.0,5978500.0,2343665.0,Gobierno de la República Dominicana,Dominican Republic,2022-07-29
DOMINICAN REPUBLIC,2022-06-03,15555792.0,7222205.0,5982874.0,2350713.0,Gobierno de la República Dominicana,Dominican Republic,2022-07-29
ECUADOR,2022-05-27,35094828.0,15161446.0,13967408.0,6183562.0,Ministerio de Salud.,Ecuador,2022-07-29
ECUADOR,2022-06-03,35268627.0,15167715.0,13978527.0,6265789.0,Ministerio de Salud.,Ecuador,2022-07-29
EL SALVADOR,2022-05-27,10752436.0,4586503.0,4293237.0,1639993.0,Ministerio de Salud Pública.,El Salvador,2022-07-29
EL SALVADOR,2022-06-03,10785039.0,4588952.0,4296101.0,1653279.0,Ministerio de Salud Pública.,El Salvador,2022-07-29
FRENCH GUIANA,2022-05-27,230692.0,98275.0,88982.0,42703.0,Agence Regionale de Santé/Ministere des Solidarités et de la santé,French Guiana,2022-07-29
FRENCH GUIANA,2022-06-03,231220.0,98390.0,89111.0,42922.0,Agence Regionale de Santé/Ministere des Solidarités et de la santé,French Guiana,2022-07-29
GRENADA,2022-05-27,88604.0,43618.0,38370.0,6616.0,GIS - Government Information Service of Grenada,Grenada,2022-07-29
GRENADA,2022-06-03,88728.0,43650.0,38410.0,6668.0,GIS - Government Information Service of Grenada,Grenada,2022-07-29
GUADELOUPE,2022-05-27,377306.0,148874.0,142963.0,84010.0,Agence Regionale de Santé/Ministere des Solidarités et de la santé,Guadeloupe,2022-07-29
GUADELOUPE,2022-06-03,377846.0,148990.0,143076.0,84215.0,Agence Regionale de Santé/Ministere des Solidarités et de la santé,Guadeloupe,2022-07-29
GUATEMALA,2022-05-27,17435586.0,8226597.0,6223674.0,2903101.0,EPI Report,Guatemala,2022-07-29
GUATEMALA,2022-06-03,17558698.0,8249568.0,6254215.0,2950993.0,Ministerio de Salud.,Guatemala,2022-07-29
GUYANA,2022-05-27,905748.0,476000.0,366271.0,63477.0,EPI Report,Guyana,2022-07-29
GUYANA,2022-06-03,909924.0,476991.0,367326.0,65607.0,"Ministry of Health, Social media",Guyana,2022-07-29
HAITI,2022-05-27,283367.0,186917.0,131133.0,,EPI Report,Haiti,2022-07-29
HAITI,2022-06-03,285651.0,188584.0,132177.0,,EPI Report,Haiti,2022-07-29
HONDURAS,2022-05-27,13922534.0,6135317.0,5196422.0,2591170.0,EPI report,Honduras,2022-07-29
HONDURAS,2022-06-03,14065533.0,6210907.0,5307723.0,2547278.0,EPI report,Honduras,2022-07-29
JAMAICA,2022-05-27,1434261.0,798988.0,696471.0,40017.0,Ministry of Health and Wellness.,Jamaica,2022-07-29
JAMAICA,2022-06-03,1442890.0,804279.0,700243.0,40813.0,Ministry of Health and Wellness.,Jamaica,2022-07-29
MARTINIQUE,2022-05-27,383787.0,148846.0,143628.0,89217.0,Agence Regionale de Santé Martinique/Ministere des Solidarités et de la santé,Martinique,2022-07-29
MARTINIQUE,2022-06-03,384386.0,148947.0,143729.0,89449.0,Agence Regionale de Santé Martinique/Ministere des Solidarités et de la santé,Martinique,2022-07-29
MEXICO,2022-05-27,208185593.0,87712002.0,79947470.0,53032896.0,Secretaria de Salud.,Mexico,2022-07-29
MEXICO,2022-06-03,208630697.0,88047653.0,79947470.0,53063583.0,Secretaria de Salud.,Mexico,2022-07-29
MONTSERRAT,2022-05-27,4255.0,1916.0,1829.0,510.0,Ministry of Health,Montserrat,2022-07-29
MONTSERRAT,2022-06-03,4255.0,1916.0,1829.0,510.0,Ministry of Health,Montserrat,2022-07-29
NICARAGUA,2022-05-27,10561352.0,5762306.0,4799046.0,,EPI Report,Nicaragua,2022-07-29
NICARAGUA,2022-06-03,10760706.0,5788470.0,4972236.0,,EPI Report,Nicaragua,2022-07-29
PANAMA,2022-05-27,8216856.0,3476550.0,3101392.0,1581579.0,Ministerio de Salud.,Panama,2022-07-29
PANAMA,2022-06-03,8242621.0,3477600.0,3103529.0,1588761.0,EPI Report,Panama,2022-07-29
PARAGUAY,2022-05-27,8765455.0,3933352.0,3425591.0,1398465.0,Ministerio de Salud Publica y bienestar social,Paraguay,2022-07-29
PARAGUAY,2022-06-03,8798904.0,3937397.0,3435394.0,1414436.0,Ministerio de Salud Publica y bienestar social,Paraguay,2022-07-29
PERU,2022-05-27,74768554.0,29325953.0,27279725.0,17408863.0,Ministerio de Salud,Peru,2022-07-29
PERU,2022-06-03,75444116.0,29373878.0,27372984.0,17739336.0,Ministerio de Salud,Peru,2022-07-29
PUERTO RICO,2022-05-27,7268410.0,3050716.0,2662924.0,1567477.0,Centers for Disease Control and Prevention,Puerto Rico,2022-07-29
PUERTO RICO,2022-06-03,7286265.0,3052719.0,2664504.0,1571568.0,Centers for Disease Control and Prevention,Puerto Rico,2022-07-29
SAINT KITTS AND NEVIS,2022-05-27,58619.0,28502.0,26723.0,3394.0,EPI Manager,Saint Kitts And Nevis,2022-07-29
SAINT KITTS AND NEVIS,2022-06-03,58697.0,28540.0,26750.0,3407.0,EPI Manager,Saint Kitts And Nevis,2022-07-29
SAINT LUCIA,2022-05-27,120643.0,59264.0,53929.0,7450.0,Ministry of Health and Wellness,Saint Lucia,2022-07-29
SAINT LUCIA,2022-06-03,120873.0,59353.0,54032.0,7488.0,Ministry of Health and Wellness,Saint Lucia,2022-07-29
SAINT VINCENT AND THE GRENADINES,2022-05-27,70928.0,36543.0,30629.0,3756.0,"Ministry of Health, Wellness and the Environment",Saint Vincent And The Grenadines,2022-07-29
SAINT VINCENT AND THE GRENADINES,2022-06-03,71018.0,36580.0,30661.0,3777.0,"Ministry of Health, Wellness and the Environment",Saint Vincent And The Grenadines,2022-07-29
SINT MAARTEN,2022-05-27,64217.0,29164.0,25915.0,9138.0,National Institute for Public Health and the Environment,Sint Maarten,2022-07-29
SINT MAARTEN,2022-06-03,64539.0,29164.0,26237.0,9138.0,EPI Manager y National Institute for Public Health and the Environment,Sint Maarten,2022-07-29
SURINAME,2022-05-27,554588.0,267820.0,237879.0,48889.0,Ministry of Health,Suriname,2022-07-29
SURINAME,2022-06-03,554588.0,267820.0,237879.0,48889.0,Ministry of Health,Suriname,2022-07-29
TRINIDAD AND TOBAGO,2022-05-27,1561071.0,748808.0,712399.0,156946.0,Ministry of Health,Trinidad And Tobago,2022-07-29
TRINIDAD AND TOBAGO,2022-06-03,1564019.0,749638.0,712605.0,158902.0,Ministry of Health,Trinidad And Tobago,2022-07-29
TURKS AND CAICOS ISLANDS,2022-05-27,69465.0,31807.0,29807.0,7851.0,EPI Manager,Turks And Caicos Islands,2022-07-29
TURKS AND CAICOS ISLANDS,2022-06-03,69465.0,31807.0,29807.0,7851.0,EPI Manager,Turks And Caicos Islands,2022-07-29
UNITED STATES OF AMERICA,2022-05-27,578165864.0,261497326.0,218541036.0,101508589.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-06-03,579958258.0,261785425.0,218761222.0,101929146.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
URUGUAY,2022-05-27,8375594.0,2990446.0,2874789.0,2027923.0,Ministerio de Salud Pública.,Uruguay,2022-07-29
URUGUAY,2022-06-03,8438481.0,2992929.0,2877976.0,2033549.0,Ministerio de Salud Pública.,Uruguay,2022-07-29
VENEZUELA (BOLIVARIAN REPUBLIC OF),2022-05-27,37860994.0,22157232.0,14287370.0,651502.0,EPI Report,Venezuela (Bolivarian Republic Of),2022-07-29
VENEZUELA (BOLIVARIAN REPUBLIC OF),2022-06-03,37860994.0,22157232.0,14287370.0,651502.0,EPI Report,Venezuela (Bolivarian Republic Of),2022-07-29
ANGOLA,2021-04-12,165870.0,165870.0,,,,Angola,2022-07-29
BURUNDI,2022-06-05,16232.0,14388.0,13811.0,,,Burundi,2022-07-29
BENIN,2022-06-05,3621913.0,3162977.0,2690085.0,,,Benin,2022-07-29
BURKINA FASO,2022-06-05,2947562.0,2449746.0,1555077.0,,,Burkina Faso,2022-07-29
BOTSWANA,2022-06-05,2727844.0,1695294.0,1510940.0,373727.0,,Botswana,2022-07-29
CENTRAL AFRICAN REPUBLIC,2022-06-05,1193681.0,1101130.0,1044746.0,,,Central African Republic,2022-07-29
CÔTE D’IVOIRE,2022-06-05,12753769.0,8026397.0,5540193.0,87290.0,,Côte D’Ivoire,2022-07-29
CAMEROON,2022-06-05,1837626.0,1558744.0,1215532.0,52011.0,,Cameroon,2022-07-29
DEMOCRATIC REPUBLIC OF THE CONGO,2022-06-05,2952125.0,2416650.0,1710177.0,,,Democratic Republic Of The Congo,2022-07-29
CONGO,2022-06-05,831318.0,693902.0,652422.0,,,Congo,2022-07-29
COMOROS,2022-06-05,642320.0,341302.0,301218.0,,,Comoros,2022-07-29
CABO VERDE,2022-06-05,762486.0,355232.0,307398.0,142.0,,Cabo Verde,2022-07-29
ALGERIA,2022-06-05,15205854.0,7840131.0,6481186.0,514063.0,,Algeria,2022-07-29
ETHIOPIA,2022-06-05,29419678.0,24770491.0,21292024.0,346411.0,,Ethiopia,2022-07-29
GABON,2022-06-05,566886.0,308489.0,256088.0,2309.0,,Gabon,2022-07-29
GHANA,2022-06-05,16203630.0,9786631.0,6410470.0,570557.0,,Ghana,2022-07-29
GUINEA,2022-06-05,6127699.0,4477740.0,2511039.0,,,Guinea,2022-07-29
GAMBIA,2022-06-05,720000.0,449464.0,354340.0,9007.0,,Gambia,2022-07-29
GUINEA-BISSAU,2022-06-05,562717.0,529346.0,341781.0,81.0,,Guinea-Bissau,2022-07-29
EQUATORIAL GUINEA,2022-06-05,479991.0,265505.0,206762.0,3862.0,,Equatorial Guinea,2022-07-29
KENYA,2022-06-05,18367309.0,12576597.0,9223230.0,335015.0,,Kenya,2022-07-29
LIBERIA,2022-06-05,1996703.0,1751520.0,1438154.0,1912.0,,Liberia,2022-07-29
LESOTHO,2022-06-05,948906.0,1014456.0,739962.0,,,Lesotho,2022-07-29
MADAGASCAR,2022-06-05,2369775.0,1290584.0,1199011.0,43528.0,,Madagascar,2022-07-29
MALI,2022-06-05,2308245.0,1695963.0,1245359.0,,,Mali,2022-07-29
MOZAMBIQUE,2022-06-05,31616078.0,14978771.0,14098645.0,353032.0,,Mozambique,2022-07-29
MAURITANIA,2022-06-05,2845889.0,1924472.0,1332013.0,215488.0,,Mauritania,2022-07-29
MAURITIUS,2022-06-05,2551638.0,977183.0,944658.0,629797.0,,Mauritius,2022-07-29
MALAWI,2022-06-05,2166402.0,1596607.0,1139589.0,740.0,,Malawi,2022-07-29
NAMIBIA,2022-06-05,825518.0,496475.0,426681.0,64392.0,,Namibia,2022-07-29
NIGER,2022-06-05,2703493.0,2198758.0,1556817.0,,,Niger,2022-07-29
NIGERIA,2022-06-05,46391592.0,27401621.0,16817979.0,942369.0,,Nigeria,2022-07-29
RWANDA,2022-06-05,22214312.0,9061143.0,8527099.0,4626070.0,,Rwanda,2022-07-29
SENEGAL,2022-06-05,2085186.0,1421720.0,1051041.0,7027.0,,Senegal,2022-07-29
SIERRA LEONE,2022-06-05,2930408.0,2383636.0,1659093.0,6974.0,,Sierra Leone,2022-07-29
SOUTH SUDAN,2022-06-05,1059464.0,1009259.0,967199.0,,,South Sudan,2022-07-29
SAO TOME AND PRINCIPE,2022-06-05,214560.0,123088.0,91836.0,17869.0,,Sao Tome And Principe,2022-07-29
ESWATINI,2022-06-05,535393.0,387468.0,336066.0,,,Eswatini,2022-07-29
SEYCHELLES,2022-06-05,221597.0,84886.0,80700.0,40188.0,,Seychelles,2022-07-29
CHAD,2022-06-05,2355126.0,2216437.0,2091466.0,,,Chad,2022-07-29
TOGO,2022-06-05,3290821.0,2092750.0,1557538.0,87104.0,,Togo,2022-07-29
UNITED REPUBLIC OF TANZANIA,2022-06-05,7967468.0,6483895.0,3915900.0,,,United Republic Of Tanzania,2022-07-29
UGANDA,2022-06-05,21268120.0,15896844.0,10790397.0,74990.0,,Uganda,2022-07-29
SOUTH AFRICA,2022-06-05,36240713.0,23019199.0,20040729.0,3245291.0,,South Africa,2022-07-29
ZAMBIA,2022-06-05,3750417.0,4656681.0,2935333.0,95513.0,,Zambia,2022-07-29
ZIMBABWE,2022-06-05,10796053.0,6236512.0,4559541.0,829558.0,,Zimbabwe,2022-07-29
GUINEA-BISSAU,2022-05-22,562620.0,519455.0,341495.0,,,Guinea-Bissau,2022-07-29
ANGUILLA,2022-06-10,23685.0,10764.0,10094.0,2827.0,Ministry of Health,Anguilla,2022-07-29
ANTIGUA AND BARBUDA,2022-06-10,135960.0,64091.0,62031.0,9838.0,Ministry of Health & The Environment,Antigua And Barbuda,2022-07-29
ARGENTINA,2022-06-10,103807544.0,41123559.0,37516228.0,25483647.0,EPI Report,Argentina,2022-07-29
ARUBA,2022-06-10,171529.0,88979.0,82550.0,,Aruba Government,Aruba,2022-07-29
